Step,Action,Node,Neighbor,OldG,NewG,H,NewF,OpenSize
0,Pop,81,,,,,,0
1,Relax,81,128,2147483647,19,46,65,1
2,Relax,81,256,2147483647,2,174,176,2
3,Relax,81,257,2147483647,6,175,181,3
4,Relax,81,386,2147483647,19,304,323,4
5,Relax,81,387,2147483647,7,305,312,5
6,Relax,81,4,2147483647,12,78,90,6
7,Relax,81,134,2147483647,9,52,61,7
8,Relax,81,393,2147483647,19,311,330,8
9,Relax,81,138,2147483647,14,56,70,9
10,Relax,81,139,2147483647,1,57,58,10
11,Relax,81,396,2147483647,2,314,316,11
12,Relax,81,142,2147483647,8,60,68,12
13,Relax,81,274,2147483647,18,192,210,13
14,Relax,81,148,2147483647,8,66,74,14
15,Relax,81,21,2147483647,11,61,72,15
16,Relax,81,149,2147483647,4,67,71,16
17,Relax,81,152,2147483647,2,70,72,17
18,Relax,81,25,2147483647,20,57,77,18
19,Relax,81,153,2147483647,5,71,76,19
20,Relax,81,27,2147483647,3,55,58,20
21,Relax,81,283,2147483647,8,201,209,21
22,Relax,81,412,2147483647,20,330,350,22
23,Relax,81,156,2147483647,17,74,91,23
24,Relax,81,158,2147483647,13,76,89,24
25,Relax,81,287,2147483647,11,205,216,25
26,Relax,81,161,2147483647,3,79,82,26
27,Relax,81,35,2147483647,8,47,55,27
28,Relax,81,168,2147483647,20,86,106,28
29,Relax,81,296,2147483647,8,214,222,29
30,Relax,81,425,2147483647,10,343,353,30
31,Relax,81,298,2147483647,4,216,220,31
32,Relax,81,300,2147483647,12,218,230,32
33,Relax,81,45,2147483647,5,37,42,33
34,Relax,81,301,2147483647,16,219,235,34
35,Relax,81,174,2147483647,5,92,97,35
36,Relax,81,431,2147483647,16,349,365,36
37,Relax,81,48,2147483647,17,34,51,37
38,Relax,81,176,2147483647,16,94,110,38
39,Relax,81,306,2147483647,7,224,231,39
40,Relax,81,51,2147483647,15,31,46,40
41,Relax,81,52,2147483647,5,30,35,41
42,Relax,81,312,2147483647,1,230,231,42
43,Relax,81,57,2147483647,20,25,45,43
44,Relax,81,316,2147483647,2,234,236,44
45,Relax,81,188,2147483647,6,106,112,45
46,Relax,81,317,2147483647,20,235,255,46
47,Relax,81,445,2147483647,2,363,365,47
48,Relax,81,191,2147483647,9,109,118,48
49,Relax,81,319,2147483647,19,237,256,49
50,Relax,81,66,2147483647,4,16,20,50
51,Relax,81,322,2147483647,10,240,250,51
52,Relax,81,196,2147483647,16,114,130,52
53,Relax,81,452,2147483647,20,370,390,53
54,Relax,81,325,2147483647,17,243,260,54
55,Relax,81,199,2147483647,12,117,129,55
56,Relax,81,332,2147483647,7,250,257,56
57,Relax,81,461,2147483647,10,379,389,57
58,Relax,81,78,2147483647,17,4,21,58
59,Relax,81,462,2147483647,6,380,386,59
60,Relax,81,465,2147483647,15,383,398,60
61,Relax,81,209,2147483647,2,127,129,61
62,Relax,81,340,2147483647,10,258,268,62
63,Relax,81,341,2147483647,17,259,276,63
64,Relax,81,342,2147483647,10,260,270,64
65,Relax,81,87,2147483647,4,5,9,65
66,Relax,81,344,2147483647,4,262,266,66
67,Relax,81,346,2147483647,3,264,267,67
68,Relax,81,220,2147483647,20,138,158,68
69,Relax,81,349,2147483647,9,267,276,69
70,Relax,81,477,2147483647,12,395,407,70
71,Relax,81,351,2147483647,13,269,282,71
72,Relax,81,225,2147483647,1,143,144,72
73,Relax,81,97,2147483647,11,15,26,73
74,Relax,81,98,2147483647,16,16,32,74
75,Relax,81,226,2147483647,18,144,162,75
76,Relax,81,354,2147483647,12,272,284,76
77,Relax,81,484,2147483647,7,402,409,77
78,Relax,81,485,2147483647,5,403,408,78
79,Relax,81,105,2147483647,2,23,25,79
80,Relax,81,108,2147483647,8,26,34,80
81,Relax,81,492,2147483647,16,410,426,81
82,Relax,81,237,2147483647,8,155,163,82
83,Relax,81,109,2147483647,18,27,45,83
84,Relax,81,495,2147483647,11,413,424,84
85,Relax,81,496,2147483647,13,414,427,85
86,Relax,81,369,2147483647,7,287,294,86
87,Relax,81,242,2147483647,10,160,170,87
88,Relax,81,373,2147483647,10,291,301,88
89,Relax,81,245,2147483647,8,163,171,89
90,Relax,81,246,2147483647,19,164,183,90
91,Relax,81,121,2147483647,7,39,46,91
92,Relax,81,122,2147483647,9,40,49,92
93,Pop,87,,,,,,91
94,Relax,87,260,2147483647,14,178,192,92
95,Relax,87,10,2147483647,17,72,89,93
96,Relax,87,18,2147483647,23,64,87,94
97,Relax,87,275,2147483647,9,193,202,95
98,Relax,87,20,2147483647,20,62,82,96
99,Relax,87,23,2147483647,19,59,78,97
100,Relax,87,279,2147483647,8,197,205,98
101,Relax,87,26,2147483647,17,56,73,99
102,Relax,87,286,2147483647,19,204,223,100
103,Relax,87,32,2147483647,22,50,72,101
104,Relax,87,292,2147483647,12,210,222,102
105,Relax,87,37,2147483647,7,45,52,103
106,Relax,87,295,2147483647,24,213,237,104
107,Relax,87,297,2147483647,14,215,229,105
108,Relax,87,44,2147483647,20,38,58,106
109,Relax,87,46,2147483647,18,36,54,107
110,Relax,87,302,2147483647,9,220,229,108
111,Relax,87,303,2147483647,13,221,234,109
