Step,Action,Node,Neighbor,OldG,NewG,H,NewF,OpenSize
0,Pop,0,,,,,,0
1,Relax,0,385,2147483647,8,384,392,1
2,Relax,0,131,2147483647,9,130,139,2
3,Relax,0,387,2147483647,7,386,393,3
4,Relax,0,132,2147483647,7,131,138,4
5,Relax,0,7,2147483647,7,6,13,5
6,Relax,0,14,2147483647,5,13,18,6
7,Relax,0,147,2147483647,12,146,158,7
8,Relax,0,276,2147483647,2,275,277,8
9,Relax,0,151,2147483647,8,150,158,9
10,Relax,0,26,2147483647,2,25,27,10
11,Relax,0,282,2147483647,7,281,288,11
12,Relax,0,410,2147483647,18,409,427,12
13,Relax,0,28,2147483647,16,27,43,13
14,Relax,0,413,2147483647,20,412,432,14
15,Relax,0,294,2147483647,11,293,304,15
16,Relax,0,167,2147483647,20,166,186,16
17,Relax,0,433,2147483647,7,432,439,17
18,Relax,0,435,2147483647,5,434,439,18
19,Relax,0,310,2147483647,16,309,325,19
20,Relax,0,311,2147483647,1,310,311,20
21,Relax,0,183,2147483647,18,182,200,21
22,Relax,0,312,2147483647,16,311,327,22
23,Relax,0,62,2147483647,3,61,64,23
24,Relax,0,65,2147483647,17,64,81,24
25,Relax,0,449,2147483647,17,448,465,25
26,Relax,0,66,2147483647,11,65,76,26
27,Relax,0,453,2147483647,9,452,461,27
28,Relax,0,455,2147483647,6,454,460,28
29,Relax,0,75,2147483647,11,74,85,29
30,Relax,0,466,2147483647,18,465,483,30
31,Relax,0,87,2147483647,4,86,90,31
32,Relax,0,221,2147483647,1,220,221,32
33,Relax,0,355,2147483647,8,354,362,33
34,Relax,0,230,2147483647,12,229,241,34
35,Relax,0,232,2147483647,18,231,249,35
36,Relax,0,361,2147483647,5,360,365,36
37,Relax,0,490,2147483647,9,489,498,37
38,Relax,0,236,2147483647,9,235,244,38
39,Relax,0,364,2147483647,8,363,371,39
40,Relax,0,367,2147483647,5,366,371,40
41,Relax,0,112,2147483647,2,111,113,41
42,Relax,0,369,2147483647,1,368,369,42
43,Relax,0,497,2147483647,9,496,505,43
44,Relax,0,114,2147483647,9,113,122,44
45,Relax,0,371,2147483647,11,370,381,45
46,Relax,0,246,2147483647,14,245,259,46
47,Relax,0,379,2147483647,3,378,381,47
48,Relax,0,380,2147483647,14,379,393,48
49,Relax,0,381,2147483647,12,380,392,49
50,Relax,0,253,2147483647,8,252,260,50
51,Pop,7,,,,,,49
52,Relax,7,2,2147483647,8,1,9,50
53,Relax,7,258,2147483647,10,257,267,51
54,Relax,7,3,2147483647,16,2,18,52
55,Relax,7,135,2147483647,9,134,143,53
56,Relax,7,394,2147483647,22,393,415,54
57,Relax,7,11,2147483647,8,10,18,55
58,Relax,7,149,2147483647,26,148,174,56
59,Relax,7,406,2147483647,8,405,413,57
60,Relax,7,280,2147483647,21,279,300,58
61,Relax,7,284,2147483647,22,283,305,59
62,Relax,7,412,2147483647,19,411,430,60
63,Relax,7,32,2147483647,26,31,57,61
64,Relax,7,290,2147483647,18,289,307,62
65,Relax,7,34,2147483647,13,33,46,63
66,Relax,7,35,2147483647,15,34,49,64
67,Relax,7,420,2147483647,14,419,433,65
68,Relax,7,39,2147483647,27,38,65,66
69,Relax,7,41,2147483647,14,40,54,67
70,Relax,7,304,2147483647,12,303,315,68
71,Relax,7,434,2147483647,24,433,457,69
72,Relax,7,52,2147483647,19,51,70,70
73,Relax,7,440,2147483647,19,439,458,71
74,Relax,7,442,2147483647,10,441,451,72
75,Relax,7,187,2147483647,27,186,213,73
76,Relax,7,443,2147483647,9,442,451,74
77,Relax,7,60,2147483647,21,59,80,75
78,Relax,7,449,17,14,448,462,76
79,Relax,7,194,2147483647,16,193,209,77
80,Relax,7,197,2147483647,18,196,214,78
81,Relax,7,203,2147483647,9,202,211,79
82,Relax,7,336,2147483647,13,335,348,80
83,Relax,7,212,2147483647,27,211,238,81
84,Relax,7,345,2147483647,12,344,356,82
85,Relax,7,346,2147483647,25,345,370,83
86,Relax,7,349,2147483647,8,348,356,84
87,Relax,7,223,2147483647,19,222,241,85
88,Relax,7,479,2147483647,22,478,500,86
89,Relax,7,351,2147483647,26,350,376,87
90,Relax,7,96,2147483647,25,95,120,88
91,Relax,7,353,2147483647,22,352,374,89
92,Relax,7,97,2147483647,18,96,114,90
