Step,Action,Node,Neighbor,OldG,NewG,H,NewF,OpenSize
0,Pop,470,,,,,,0
1,Relax,470,129,2147483647,5,342,347,1
2,Relax,470,2,2147483647,4,469,473,2
3,Relax,470,130,2147483647,15,341,356,3
4,Relax,470,386,2147483647,19,85,104,4
5,Relax,470,3,2147483647,6,468,474,5
6,Relax,470,6,2147483647,7,465,472,6
7,Relax,470,394,2147483647,6,77,83,7
8,Relax,470,11,2147483647,1,460,461,8
9,Relax,470,12,2147483647,15,459,474,9
10,Relax,470,396,2147483647,5,75,80,10
11,Relax,470,268,2147483647,5,203,208,11
12,Relax,470,142,2147483647,13,329,342,12
13,Relax,470,271,2147483647,10,200,210,13
14,Relax,470,145,2147483647,19,326,345,14
15,Relax,470,274,2147483647,13,197,210,15
16,Relax,470,404,2147483647,8,67,75,16
17,Relax,470,21,2147483647,14,450,464,17
18,Relax,470,22,2147483647,20,449,469,18
19,Relax,470,152,2147483647,6,319,325,19
20,Relax,470,280,2147483647,20,191,211,20
21,Relax,470,409,2147483647,8,62,70,21
22,Relax,470,154,2147483647,2,317,319,22
23,Relax,470,282,2147483647,20,189,209,23
24,Relax,470,29,2147483647,8,442,450,24
25,Relax,470,31,2147483647,4,440,444,25
26,Relax,470,290,2147483647,9,181,190,26
27,Relax,470,420,2147483647,4,51,55,27
28,Relax,470,164,2147483647,20,307,327,28
29,Relax,470,421,2147483647,20,50,70,29
30,Relax,470,167,2147483647,11,304,315,30
31,Relax,470,297,2147483647,8,174,182,31
32,Relax,470,426,2147483647,18,45,63,32
33,Relax,470,53,2147483647,2,418,420,33
34,Relax,470,310,2147483647,9,161,170,34
35,Relax,470,438,2147483647,1,33,34,35
36,Relax,470,311,2147483647,17,160,177,36
37,Relax,470,183,2147483647,16,288,304,37
38,Relax,470,184,2147483647,13,287,300,38
39,Relax,470,57,2147483647,9,414,423,39
40,Relax,470,186,2147483647,5,285,290,40
41,Relax,470,314,2147483647,1,157,158,41
42,Relax,470,442,2147483647,5,29,34,42
43,Relax,470,59,2147483647,2,412,414,43
44,Relax,470,315,2147483647,19,156,175,44
45,Relax,470,316,2147483647,7,155,162,45
46,Relax,470,444,2147483647,6,27,33,46
47,Relax,470,61,2147483647,17,410,427,47
48,Relax,470,317,2147483647,12,154,166,48
49,Relax,470,319,2147483647,12,152,164,49
50,Relax,470,447,2147483647,11,24,35,50
51,Relax,470,452,2147483647,7,19,26,51
52,Relax,470,455,2147483647,14,16,30,52
53,Relax,470,329,2147483647,8,142,150,53
54,Relax,470,331,2147483647,14,140,154,54
55,Relax,470,77,2147483647,18,394,412,55
56,Relax,470,205,2147483647,11,266,277,56
57,Relax,470,334,2147483647,19,137,156,57
58,Relax,470,79,2147483647,4,392,396,58
59,Relax,470,465,2147483647,12,6,18,59
60,Relax,470,82,2147483647,1,389,390,60
61,Relax,470,338,2147483647,8,133,141,61
62,Relax,470,211,2147483647,15,260,275,62
63,Relax,470,467,2147483647,15,4,19,63
64,Relax,470,212,2147483647,8,259,267,64
65,Relax,470,468,2147483647,11,3,14,65
66,Relax,470,86,2147483647,9,385,394,66
67,Relax,470,342,2147483647,5,129,134,67
68,Relax,470,343,2147483647,18,128,146,68
69,Relax,470,471,2147483647,17,0,17,69
70,Relax,470,474,2147483647,10,3,13,70
71,Relax,470,220,2147483647,9,251,260,71
72,Relax,470,221,2147483647,11,250,261,72
73,Relax,470,94,2147483647,10,377,387,73
74,Relax,470,227,2147483647,11,244,255,74
75,Relax,470,483,2147483647,1,12,13,75
76,Relax,470,228,2147483647,16,243,259,76
77,Relax,470,484,2147483647,3,13,16,77
78,Relax,470,102,2147483647,9,369,378,78
79,Relax,470,232,2147483647,10,239,249,79
80,Relax,470,361,2147483647,19,110,129,80
81,Relax,470,489,2147483647,4,18,22,81
82,Relax,470,362,2147483647,10,109,119,82
83,Relax,470,107,2147483647,16,364,380,83
84,Relax,470,493,2147483647,8,22,30,84
85,Relax,470,494,2147483647,9,23,32,85
86,Relax,470,367,2147483647,2,104,106,86
87,Relax,470,246,2147483647,15,225,240,87
88,Relax,470,247,2147483647,5,224,229,88
89,Relax,470,248,2147483647,5,223,228,89
